Transaction ID,Date,Time,Store Name,Store Type,Region,Brand,Product,Quantity,Unit Price,Total,Payment Method
TRX-000785,2025-06-11,12:38:43,"Grace Sari-Sari",sari-sari,NCR,Mevius,"Mevius Blue 20s",2,160,320,Maya
TRX-000786,2025-06-13,08:47:06,"Rosa Store",sari-sari,Region IV-A,Mevius,"Mevius Blue 20s",1,160,160,Cash
TRX-000787,2025-04-24,19:47:05,"Santo Domingo Store",sari-sari,Region IV-A,Camel,"Camel Yellow 20s",2,155,310,GCash
TRX-000788,2025-05-16,17:22:31,"Laoag Express Mart",grocery,Region I,Hope,"Hope Luxury Red 20s",2,120,240,Cash
TRX-000789,2025-06-13,20:09:03,"Mabolo Store",sari-sari,Region VII,Mevius,"Mevius Blue 20s",1,160,160,GCash
TRX-000790,2025-06-04,19:08:58,"Aling Nena Store",sari-sari,NCR,Fortune,"Fortune Menthol 20s",1,130,130,Maya
TRX-000790,2025-06-04,19:08:58,"Aling Nena Store",sari-sari,NCR,Winston,"Winston Red 10s",1,75,75,Maya
TRX-000790,2025-06-04,19:08:58,"Aling Nena Store",sari-sari,NCR,Fortune,"Fortune Red 20s",2,130,260,Maya
TRX-000791,2025-05-09,20:40:46,"Cubao Central Store",sari-sari,NCR,Mighty,"Mighty Red 20s",2,130,260,Maya
TRX-000792,2025-04-19,17:18:50,"Clark Convenience",convenience,Region III,Fortune,"Fortune Red 20s",1,130,130,Cash
TRX-000793,2025-04-20,06:22:14,"Laoag Express Mart",grocery,Region I,Mighty,"Mighty Red 20s",1,130,130,GCash
TRX-000793,2025-04-20,06:22:14,"Laoag Express Mart",grocery,Region I,Camel,"Camel Blue 20s",2,155,310,GCash
TRX-000793,2025-04-20,06:22:14,"Laoag Express Mart",grocery,Region I,Marlboro,"Marlboro Ice Blast 20s",1,165,165,GCash
TRX-000794,2025-04-16,12:00:02,"Baguio Central",grocery,CAR,More,"More Menthol 20s",1,140,140,Maya
TRX-000794,2025-04-16,12:00:02,"Baguio Central",grocery,CAR,Fortune,"Fortune Red 20s",2,130,260,Maya
TRX-000794,2025-04-16,12:00:02,"Baguio Central",grocery,CAR,Winston,"Winston Menthol 20s",2,150,300,Maya
TRX-000795,2025-06-28,12:54:55,"CDO Central Store",grocery,Region X,Marlboro,"Marlboro Red 20s",2,160,320,GCash
TRX-000795,2025-06-28,12:54:55,"CDO Central Store",grocery,Region X,Marlboro,"Marlboro Ice Blast 20s",1,165,165,GCash
TRX-000795,2025-06-28,12:54:55,"CDO Central Store",grocery,Region X,Winston,"Winston Lights 20s",2,150,300,GCash
TRX-000796,2025-05-07,20:49:16,"Dolores Mart",sari-sari,Region III,Philip Morris,"Philip Morris Red 20s",1,140,140,Cash
TRX-000796,2025-05-07,20:49:16,"Dolores Mart",sari-sari,Region III,Camel,"Camel Yellow 20s",1,155,155,Cash
TRX-000796,2025-05-07,20:49:16,"Dolores Mart",sari-sari,Region III,Winston,"Winston Red 10s",1,75,75,Cash
TRX-000797,2025-06-15,19:47:38,"Lahug Store",sari-sari,Region VII,Winston,"Winston Red 20s",2,150,300,Maya
TRX-000798,2025-05-14,17:28:49,"Mang Juan Sari-Sari",sari-sari,NCR,Fortune,"Fortune Red 20s",1,130,130,GCash
TRX-000798,2025-05-14,17:28:49,"Mang Juan Sari-Sari",sari-sari,NCR,Marlboro,"Marlboro Red 20s",1,160,160,GCash
TRX-000798,2025-05-14,17:28:49,"Mang Juan Sari-Sari",sari-sari,NCR,Mighty,"Mighty Menthol 20s",2,130,260,GCash
TRX-000799,2025-06-26,19:18:15,"Davao Central",grocery,Region XI,Camel,"Camel Menthol 20s",2,155,310,GCash
TRX-000799,2025-06-26,19:18:15,"Davao Central",grocery,Region XI,Camel,"Camel Menthol 20s",2,155,310,GCash
TRX-000800,2025-06-17,20:48:38,"Ate Rose Store",sari-sari,NCR,Marlboro,"Marlboro Red 20s",2,160,320,GCash
TRX-000801,2025-06-04,08:53:34,"Mang Juan Sari-Sari",sari-sari,NCR,Marlboro,"Marlboro Ice Blast 20s",1,165,165,Cash
TRX-000801,2025-06-04,08:53:34,"Mang Juan Sari-Sari",sari-sari,NCR,Marlboro,"Marlboro Ice Blast 20s",1,165,165,Cash
TRX-000802,2025-05-26,20:01:02,"Dolores Mart",sari-sari,Region III,Mevius,"Mevius Blue 20s",1,160,160,Maya
TRX-000803,2025-05-17,20:00:46,"Balibago Store",sari-sari,Region III,Marlboro,"Marlboro Gold 20s",2,160,320,Maya
TRX-000803,2025-05-17,20:00:46,"Balibago Store",sari-sari,Region III,Mevius,"Mevius Blue 20s",1,160,160,Maya
TRX-000804,2025-05-23,13:16:30,"Tacloban Central",grocery,Region VIII,Fortune,"Fortune Menthol 20s",1,130,130,Maya
TRX-000805,2025-05-31,07:41:29,"Apokon Store",sari-sari,Region XI,Mighty,"Mighty Premium 20s",1,140,140,Cash
TRX-000806,2025-06-09,13:52:41,"Dolores Mart",sari-sari,Region III,Camel,"Camel Blue 20s",1,155,155,Maya
TRX-000806,2025-06-09,13:52:41,"Dolores Mart",sari-sari,Region III,Hope,"Hope Luxury Red 20s",2,120,240,Maya
TRX-000806,2025-06-09,13:52:41,"Dolores Mart",sari-sari,Region III,Camel,"Camel Yellow 20s",1,155,155,Maya
TRX-000807,2025-04-15,18:01:43,"Santo Domingo Store",sari-sari,Region IV-A,Mevius,"Mevius Sky Blue 20s",1,160,160,Cash
TRX-000808,2025-06-12,18:15:12,"Apokon Store",sari-sari,Region XI,More,"More Menthol 20s",2,140,280,GCash
TRX-000808,2025-06-12,18:15:12,"Apokon Store",sari-sari,Region XI,Fortune,"Fortune Menthol 20s",1,130,130,GCash
TRX-000808,2025-06-12,18:15:12,"Apokon Store",sari-sari,Region XI,Camel,"Camel Blue 20s",1,155,155,GCash
TRX-000809,2025-06-16,18:19:30,"GenSan Central",grocery,Region XII,Winston,"Winston Blue 20s",1,150,150,Maya
TRX-000809,2025-06-16,18:19:30,"GenSan Central",grocery,Region XII,Mighty,"Mighty Menthol 20s",2,130,260,Maya
TRX-000810,2025-04-14,06:40:01,"Tacloban Central",grocery,Region VIII,Marlboro,"Marlboro Gold 20s",2,160,320,Cash
TRX-000810,2025-04-14,06:40:01,"Tacloban Central",grocery,Region VIII,Marlboro,"Marlboro Ice Blast 20s",1,165,165,Cash
TRX-000811,2025-04-28,19:01:49,"Aling Nena Store",sari-sari,NCR,Mevius,"Mevius Blue 20s",2,160,320,Cash
TRX-000812,2025-06-01,06:22:29,"Davao Central",grocery,Region XI,Mighty,"Mighty Red 20s",1,130,130,Cash
TRX-000812,2025-06-01,06:22:29,"Davao Central",grocery,Region XI,Marlboro,"Marlboro Red 20s",2,160,320,Cash
TRX-000812,2025-06-01,06:22:29,"Davao Central",grocery,Region XI,Winston,"Winston Menthol 20s",2,150,300,Cash
TRX-000813,2025-04-26,19:04:20,"Cubao Central Store",sari-sari,NCR,Mighty,"Mighty Red 20s",2,130,260,Maya
TRX-000813,2025-04-26,19:04:20,"Cubao Central Store",sari-sari,NCR,Marlboro,"Marlboro Red 20s",2,160,320,Maya
TRX-000813,2025-04-26,19:04:20,"Cubao Central Store",sari-sari,NCR,Fortune,"Fortune Menthol 20s",1,130,130,Maya
TRX-000814,2025-06-28,17:49:38,"Balibago Store",sari-sari,Region III,Marlboro,"Marlboro Gold 20s",1,160,160,Maya
TRX-000814,2025-06-28,17:49:38,"Balibago Store",sari-sari,Region III,Mighty,"Mighty Red 20s",1,130,130,Maya
TRX-000815,2025-04-25,08:47:25,"Lahug Store",sari-sari,Region VII,Winston,"Winston Red 20s",2,150,300,GCash
TRX-000815,2025-04-25,08:47:25,"Lahug Store",sari-sari,Region VII,Winston,"Winston Red 10s",1,75,75,GCash
TRX-000816,2025-04-03,17:20:51,"Cogeo Mart",grocery,Region IV-A,Hope,"Hope Luxury Red 20s",2,120,240,Maya
TRX-000816,2025-04-03,17:20:51,"Cogeo Mart",grocery,Region IV-A,Marlboro,"Marlboro Ice Blast 20s",1,165,165,Maya
TRX-000816,2025-04-03,17:20:51,"Cogeo Mart",grocery,Region IV-A,Hope,"Hope Luxury Red 20s",1,120,120,Maya
TRX-000817,2025-06-25,07:27:01,"Ate Rose Store",sari-sari,NCR,Mevius,"Mevius Sky Blue 20s",1,160,160,GCash
TRX-000817,2025-06-25,07:27:01,"Ate Rose Store",sari-sari,NCR,Winston,"Winston Lights 20s",1,150,150,GCash
TRX-000817,2025-06-25,07:27:01,"Ate Rose Store",sari-sari,NCR,Camel,"Camel Menthol 20s",2,155,310,GCash
TRX-000818,2025-04-25,19:41:58,"Cotabato Central",grocery,BARMM,More,"More Menthol 20s",1,140,140,GCash
TRX-000819,2025-06-20,08:17:18,"Santo Domingo Store",sari-sari,Region IV-A,Mighty,"Mighty Red 20s",1,130,130,Maya
TRX-000820,2025-04-23,08:57:45,"Cubao Central Store",sari-sari,NCR,Marlboro,"Marlboro Ice Blast 20s",1,165,165,Cash
TRX-000821,2025-05-03,17:08:48,"GenSan Central",grocery,Region XII,Mighty,"Mighty Red 20s",1,130,130,GCash
TRX-000821,2025-05-03,17:08:48,"GenSan Central",grocery,Region XII,Philip Morris,"Philip Morris Red 20s",2,140,280,GCash
TRX-000822,2025-05-14,06:35:32,"Buhangin Store",sari-sari,Region XI,Mevius,"Mevius Blue 20s",2,160,320,Cash
TRX-000822,2025-05-14,06:35:32,"Buhangin Store",sari-sari,Region XI,Mighty,"Mighty Red 10s",2,65,130,Cash
TRX-000822,2025-05-14,06:35:32,"Buhangin Store",sari-sari,Region XI,More,"More Menthol 20s",1,140,140,Cash
TRX-000823,2025-06-29,06:00:56,"Tacloban Central",grocery,Region VIII,More,"More Menthol 20s",1,140,140,Cash
TRX-000823,2025-06-29,06:00:56,"Tacloban Central",grocery,Region VIII,Mighty,"Mighty Premium 20s",2,140,280,Cash
TRX-000823,2025-06-29,06:00:56,"Tacloban Central",grocery,Region VIII,Philip Morris,"Philip Morris Red 20s",2,140,280,Cash
TRX-000824,2025-06-22,20:18:14,"Butuan Central",grocery,Region XIII,Marlboro,"Marlboro Ice Blast 20s",2,165,330,Maya
TRX-000824,2025-06-22,20:18:14,"Butuan Central",grocery,Region XIII,Marlboro,"Marlboro Gold 20s",1,160,160,Maya
TRX-000824,2025-06-22,20:18:14,"Butuan Central",grocery,Region XIII,Mevius,"Mevius Blue 20s",1,160,160,Maya
TRX-000825,2025-05-01,20:31:49,"Mandalagan Store",sari-sari,Region VI,Camel,"Camel Yellow 20s",1,155,155,Cash
TRX-000826,2025-06-30,07:18:16,"Real Convenience",convenience,Region IV-A,Camel,"Camel Blue 20s",1,155,155,GCash
TRX-000826,2025-06-30,07:18:16,"Real Convenience",convenience,Region IV-A,Mighty,"Mighty Red 10s",1,65,65,GCash
TRX-000827,2025-06-22,07:57:06,"Lahug Store",sari-sari,Region VII,Hope,"Hope Luxury Red 20s",1,120,120,Maya
TRX-000827,2025-06-22,07:57:06,"Lahug Store",sari-sari,Region VII,Philip Morris,"Philip Morris Red 20s",2,140,280,Maya
TRX-000827,2025-06-22,07:57:06,"Lahug Store",sari-sari,Region VII,Winston,"Winston Blue 20s",2,150,300,Maya
TRX-000828,2025-04-06,17:53:01,"Cogeo Mart",grocery,Region IV-A,Hope,"Hope Luxury Red 20s",2,120,240,Cash
TRX-000828,2025-04-06,17:53:01,"Cogeo Mart",grocery,Region IV-A,Fortune,"Fortune Menthol 20s",2,130,260,Cash
TRX-000828,2025-04-06,17:53:01,"Cogeo Mart",grocery,Region IV-A,Mevius,"Mevius Blue 20s",1,160,160,Cash
TRX-000829,2025-06-24,07:55:37,"Tuguegarao Central",grocery,Region II,Marlboro,"Marlboro Gold 20s",2,160,320,Cash
TRX-000830,2025-06-27,12:24:56,"Baguio Central",grocery,CAR,Mevius,"Mevius Blue 20s",1,160,160,Maya
TRX-000831,2025-04-24,13:43:57,"Zamboanga Central",grocery,Region IX,More,"More Menthol 20s",1,140,140,Cash
TRX-000832,2025-06-18,13:15:57,"Santiago Express",sari-sari,Region II,Camel,"Camel Yellow 20s",2,155,310,GCash
TRX-000833,2025-06-14,18:33:51,"Heights Store",sari-sari,Region IV-A,Mevius,"Mevius Blue 20s",1,160,160,Maya
TRX-000833,2025-06-14,18:33:51,"Heights Store",sari-sari,Region IV-A,Camel,"Camel Blue 20s",1,155,155,Maya
TRX-000833,2025-06-14,18:33:51,"Heights Store",sari-sari,Region IV-A,Fortune,"Fortune Red 20s",1,130,130,Maya
TRX-000834,2025-06-09,20:41:39,"Vigan Central Store",sari-sari,Region I,Mevius,"Mevius Sky Blue 20s",2,160,320,GCash
TRX-000834,2025-06-09,20:41:39,"Vigan Central Store",sari-sari,Region I,More,"More Menthol 20s",2,140,280,GCash
TRX-000834,2025-06-09,20:41:39,"Vigan Central Store",sari-sari,Region I,Philip Morris,"Philip Morris Red 20s",1,140,140,GCash
TRX-000835,2025-05-04,08:03:16,"Buhangin Store",sari-sari,Region XI,Mighty,"Mighty Red 20s",1,130,130,GCash
TRX-000835,2025-05-04,08:03:16,"Buhangin Store",sari-sari,Region XI,Mighty,"Mighty Premium 20s",1,140,140,GCash
TRX-000835,2025-05-04,08:03:16,"Buhangin Store",sari-sari,Region XI,Philip Morris,"Philip Morris Red 20s",2,140,280,GCash
TRX-000836,2025-04-24,18:36:15,"Balibago Store",sari-sari,Region III,Camel,"Camel Yellow 20s",2,155,310,Maya
TRX-000836,2025-04-24,18:36:15,"Balibago Store",sari-sari,Region III,Mighty,"Mighty Menthol 20s",1,130,130,Maya
TRX-000836,2025-04-24,18:36:15,"Balibago Store",sari-sari,Region III,Mevius,"Mevius Blue 20s",1,160,160,Maya
TRX-000837,2025-06-26,08:56:09,"Apokon Store",sari-sari,Region XI,Hope,"Hope Luxury Red 20s",1,120,120,Cash
TRX-000837,2025-06-26,08:56:09,"Apokon Store",sari-sari,Region XI,Mevius,"Mevius Sky Blue 20s",2,160,320,Cash
TRX-000838,2025-05-12,06:01:51,"Santiago Express",sari-sari,Region II,Mighty,"Mighty Premium 20s",2,140,280,GCash
TRX-000838,2025-05-12,06:01:51,"Santiago Express",sari-sari,Region II,Fortune,"Fortune Menthol 20s",1,130,130,GCash
TRX-000839,2025-04-30,08:28:15,"Naga Express Mart",convenience,Region V,Mevius,"Mevius Blue 20s",1,160,160,Cash
TRX-000840,2025-04-26,06:49:34,"Lahug Store",sari-sari,Region VII,Winston,"Winston Menthol 20s",2,150,300,Cash
TRX-000840,2025-04-26,06:49:34,"Lahug Store",sari-sari,Region VII,Camel,"Camel Yellow 20s",2,155,310,Cash
TRX-000840,2025-04-26,06:49:34,"Lahug Store",sari-sari,Region VII,Fortune,"Fortune Menthol 20s",1,130,130,Cash
TRX-000841,2025-04-22,08:38:38,"Dau Market Store",grocery,Region III,Marlboro,"Marlboro Red 20s",1,160,160,Cash
TRX-000841,2025-04-22,08:38:38,"Dau Market Store",grocery,Region III,More,"More Menthol 20s",2,140,280,Cash
TRX-000842,2025-05-17,07:49:16,"Aling Nena Store",sari-sari,NCR,Mighty,"Mighty Red 20s",2,130,260,Cash
TRX-000842,2025-05-17,07:49:16,"Aling Nena Store",sari-sari,NCR,Marlboro,"Marlboro Red 20s",1,160,160,Cash
TRX-000842,2025-05-17,07:49:16,"Aling Nena Store",sari-sari,NCR,More,"More Menthol 20s",2,140,280,Cash
TRX-000843,2025-04-24,13:36:08,"Naga Express Mart",convenience,Region V,Mevius,"Mevius Blue 20s",1,160,160,Cash
TRX-000843,2025-04-24,13:36:08,"Naga Express Mart",convenience,Region V,Mevius,"Mevius Blue 20s",1,160,160,Cash
TRX-000843,2025-04-24,13:36:08,"Naga Express Mart",convenience,Region V,Winston,"Winston Menthol 20s",2,150,300,Cash
TRX-000844,2025-06-11,12:35:02,"Mactan Store",sari-sari,Region VII,Marlboro,"Marlboro Ice Blast 20s",2,165,330,Cash
TRX-000845,2025-06-04,12:07:41,"Naga Express Mart",convenience,Region V,Philip Morris,"Philip Morris Red 20s",2,140,280,Maya
TRX-000846,2025-04-10,17:20:29,"Mactan Store",sari-sari,Region VII,Fortune,"Fortune Menthol 20s",1,130,130,Cash
TRX-000847,2025-06-07,18:14:22,"Lahug Store",sari-sari,Region VII,Winston,"Winston Blue 20s",1,150,150,Cash
TRX-000847,2025-06-07,18:14:22,"Lahug Store",sari-sari,Region VII,Mighty,"Mighty Red 10s",2,65,130,Cash
TRX-000847,2025-06-07,18:14:22,"Lahug Store",sari-sari,Region VII,Camel,"Camel Yellow 20s",2,155,310,Cash
TRX-000848,2025-04-18,12:31:20,"CDO Central Store",grocery,Region X,Marlboro,"Marlboro Red 20s",2,160,320,Maya
TRX-000849,2025-05-03,19:53:42,"Cogeo Mart",grocery,Region IV-A,More,"More Menthol 20s",1,140,140,GCash
TRX-000850,2025-04-06,20:41:35,"Cogeo Mart",grocery,Region IV-A,Mevius,"Mevius Purple 20s",2,160,320,Cash
TRX-000850,2025-04-06,20:41:35,"Cogeo Mart",grocery,Region IV-A,Hope,"Hope Luxury Red 20s",2,120,240,Cash
TRX-000851,2025-06-12,20:04:15,"Dolores Mart",sari-sari,Region III,Winston,"Winston Menthol 20s",1,150,150,Maya
TRX-000851,2025-06-12,20:04:15,"Dolores Mart",sari-sari,Region III,Winston,"Winston Red 20s",1,150,150,Maya
TRX-000851,2025-06-12,20:04:15,"Dolores Mart",sari-sari,Region III,Fortune,"Fortune Red 20s",1,130,130,Maya
TRX-000852,2025-05-13,07:02:27,"Cubao Central Store",sari-sari,NCR,Winston,"Winston Red 20s",1,150,150,GCash
TRX-000852,2025-05-13,07:02:27,"Cubao Central Store",sari-sari,NCR,Mighty,"Mighty Red 20s",2,130,260,GCash
TRX-000853,2025-05-21,19:40:20,"Mactan Store",sari-sari,Region VII,Camel,"Camel Menthol 20s",2,155,310,Cash
TRX-000853,2025-05-21,19:40:20,"Mactan Store",sari-sari,Region VII,Philip Morris,"Philip Morris Red 20s",1,140,140,Cash
TRX-000854,2025-05-05,12:49:23,"Legazpi Central",grocery,Region V,Fortune,"Fortune Red 20s",1,130,130,Maya
TRX-000854,2025-05-05,12:49:23,"Legazpi Central",grocery,Region V,Mighty,"Mighty Red 20s",2,130,260,Maya
TRX-000855,2025-06-24,07:37:16,"Mabolo Store",sari-sari,Region VII,Mevius,"Mevius Purple 20s",1,160,160,Maya
TRX-000855,2025-06-24,07:37:16,"Mabolo Store",sari-sari,Region VII,Winston,"Winston Menthol 20s",2,150,300,Maya
TRX-000855,2025-06-24,07:37:16,"Mabolo Store",sari-sari,Region VII,Mighty,"Mighty Red 10s",2,65,130,Maya
TRX-000856,2025-04-13,12:07:08,"Clark Convenience",convenience,Region III,Mighty,"Mighty Red 10s",1,65,65,GCash
TRX-000857,2025-06-17,18:35:56,"Cogeo Mart",grocery,Region IV-A,Winston,"Winston Lights 20s",1,150,150,Maya
TRX-000857,2025-06-17,18:35:56,"Cogeo Mart",grocery,Region IV-A,Camel,"Camel Blue 20s",2,155,310,Maya
TRX-000858,2025-06-04,12:46:58,"Cubao Central Store",sari-sari,NCR,Winston,"Winston Blue 20s",1,150,150,Maya
TRX-000859,2025-06-29,18:43:08,"Grace Sari-Sari",sari-sari,NCR,Camel,"Camel Blue 20s",1,155,155,Cash
TRX-000859,2025-06-29,18:43:08,"Grace Sari-Sari",sari-sari,NCR,Hope,"Hope Luxury Red 20s",2,120,240,Cash
TRX-000860,2025-06-26,18:20:37,"IT Park Mart",convenience,Region VII,Camel,"Camel Blue 20s",2,155,310,Maya
TRX-000860,2025-06-26,18:20:37,"IT Park Mart",convenience,Region VII,Fortune,"Fortune Red 20s",2,130,260,Maya
TRX-000861,2025-04-16,06:28:43,"Dau Market Store",grocery,Region III,Hope,"Hope Luxury Red 20s",1,120,120,GCash
TRX-000862,2025-04-11,17:46:03,"Grace Sari-Sari",sari-sari,NCR,Marlboro,"Marlboro Red 20s",1,160,160,GCash
TRX-000863,2025-05-17,17:43:24,"Bel-Air Mini Mart",mini-mart,NCR,Winston,"Winston Lights 20s",1,150,150,Maya
TRX-000864,2025-06-02,06:36:25,"Ortigas Store",grocery,NCR,Camel,"Camel Menthol 20s",1,155,155,Cash
TRX-000864,2025-06-02,06:36:25,"Ortigas Store",grocery,NCR,Mighty,"Mighty Red 10s",1,65,65,Cash
TRX-000864,2025-06-02,06:36:25,"Ortigas Store",grocery,NCR,Marlboro,"Marlboro Ice Blast 20s",1,165,165,Cash
TRX-000865,2025-04-26,13:18:42,"GenSan Central",grocery,Region XII,Fortune,"Fortune Red 20s",1,130,130,Maya
TRX-000866,2025-06-07,06:35:10,"Baguio Central",grocery,CAR,Philip Morris,"Philip Morris Red 20s",1,140,140,Maya
TRX-000867,2025-04-26,12:19:37,"Jaro Store",sari-sari,Region VI,Marlboro,"Marlboro Ice Blast 20s",1,165,165,Cash
TRX-000868,2025-04-18,08:08:49,"BGC Express Mart",convenience,NCR,Mighty,"Mighty Red 10s",2,65,130,Cash
TRX-000868,2025-04-18,08:08:49,"BGC Express Mart",convenience,NCR,Camel,"Camel Menthol 20s",1,155,155,Cash
TRX-000868,2025-04-18,08:08:49,"BGC Express Mart",convenience,NCR,Camel,"Camel Menthol 20s",2,155,310,Cash
TRX-000869,2025-05-18,20:23:34,"Highway Store",sari-sari,Region III,Camel,"Camel Menthol 20s",2,155,310,GCash
TRX-000870,2025-05-15,07:47:31,"Santo Domingo Store",sari-sari,Region IV-A,Fortune,"Fortune Red 20s",1,130,130,Maya
TRX-000871,2025-04-17,17:25:51,"Bel-Air Mini Mart",mini-mart,NCR,Marlboro,"Marlboro Red 20s",2,160,320,Maya
TRX-000872,2025-05-11,08:51:17,"Cubao Central Store",sari-sari,NCR,Philip Morris,"Philip Morris Red 20s",2,140,280,GCash
TRX-000872,2025-05-11,08:51:17,"Cubao Central Store",sari-sari,NCR,More,"More Menthol 20s",2,140,280,GCash
TRX-000872,2025-05-11,08:51:17,"Cubao Central Store",sari-sari,NCR,Mighty,"Mighty Red 20s",1,130,130,GCash
TRX-000873,2025-05-06,06:10:16,"Jaro Store",sari-sari,Region VI,Camel,"Camel Menthol 20s",2,155,310,GCash
TRX-000873,2025-05-06,06:10:16,"Jaro Store",sari-sari,Region VI,Camel,"Camel Menthol 20s",2,155,310,GCash
TRX-000873,2025-05-06,06:10:16,"Jaro Store",sari-sari,Region VI,Philip Morris,"Philip Morris Red 20s",1,140,140,GCash
TRX-000874,2025-06-24,06:36:04,"Dau Market Store",grocery,Region III,Fortune,"Fortune Red 20s",1,130,130,Maya
TRX-000874,2025-06-24,06:36:04,"Dau Market Store",grocery,Region III,Winston,"Winston Lights 20s",1,150,150,Maya
TRX-000874,2025-06-24,06:36:04,"Dau Market Store",grocery,Region III,Mighty,"Mighty Premium 20s",2,140,280,Maya
TRX-000875,2025-04-08,19:17:35,"Mang Juan Sari-Sari",sari-sari,NCR,Winston,"Winston Red 20s",2,150,300,Maya
TRX-000875,2025-04-08,19:17:35,"Mang Juan Sari-Sari",sari-sari,NCR,Mighty,"Mighty Red 10s",1,65,65,Maya
TRX-000875,2025-04-08,19:17:35,"Mang Juan Sari-Sari",sari-sari,NCR,Winston,"Winston Blue 20s",2,150,300,Maya
TRX-000876,2025-04-17,07:02:32,"Zamboanga Central",grocery,Region IX,Philip Morris,"Philip Morris Red 20s",1,140,140,GCash
TRX-000876,2025-04-17,07:02:32,"Zamboanga Central",grocery,Region IX,Mighty,"Mighty Red 10s",1,65,65,GCash
TRX-000877,2025-05-10,20:05:45,"Lacson Mart",convenience,Region VI,Marlboro,"Marlboro Red 20s",1,160,160,GCash
TRX-000877,2025-05-10,20:05:45,"Lacson Mart",convenience,Region VI,Camel,"Camel Menthol 20s",2,155,310,GCash
TRX-000878,2025-05-18,20:06:17,"Mactan Store",sari-sari,Region VII,Hope,"Hope Luxury Red 20s",1,120,120,GCash
TRX-000879,2025-05-21,12:26:04,"Lapaz Market",grocery,Region VI,Mevius,"Mevius Sky Blue 20s",2,160,320,GCash
TRX-000879,2025-05-21,12:26:04,"Lapaz Market",grocery,Region VI,Mevius,"Mevius Sky Blue 20s",1,160,160,GCash
TRX-000879,2025-05-21,12:26:04,"Lapaz Market",grocery,Region VI,Mighty,"Mighty Premium 20s",2,140,280,GCash
TRX-000880,2025-04-12,07:43:16,"Mandaue Central",grocery,Region VII,Winston,"Winston Red 20s",2,150,300,Cash
TRX-000881,2025-06-05,18:29:27,"Heights Store",sari-sari,Region IV-A,Hope,"Hope Luxury Red 20s",2,120,240,Maya
TRX-000882,2025-06-24,07:50:40,"Dau Market Store",grocery,Region III,Mighty,"Mighty Premium 20s",2,140,280,Maya
TRX-000882,2025-06-24,07:50:40,"Dau Market Store",grocery,Region III,Mevius,"Mevius Sky Blue 20s",1,160,160,Maya
TRX-000882,2025-06-24,07:50:40,"Dau Market Store",grocery,Region III,Mighty,"Mighty Premium 20s",1,140,140,Maya
TRX-000883,2025-04-13,17:47:23,"Bel-Air Mini Mart",mini-mart,NCR,Winston,"Winston Red 10s",2,75,150,GCash
TRX-000884,2025-05-17,12:51:37,"Aling Nena Store",sari-sari,NCR,Winston,"Winston Red 10s",1,75,75,Cash
TRX-000884,2025-05-17,12:51:37,"Aling Nena Store",sari-sari,NCR,Mevius,"Mevius Blue 20s",2,160,320,Cash
TRX-000885,2025-06-21,20:35:14,"Romblon Store",sari-sari,MIMAROPA,Marlboro,"Marlboro Red 20s",2,160,320,GCash
TRX-000885,2025-06-21,20:35:14,"Romblon Store",sari-sari,MIMAROPA,Fortune,"Fortune Red 20s",1,130,130,GCash
TRX-000886,2025-06-25,17:03:20,"Romblon Store",sari-sari,MIMAROPA,Mighty,"Mighty Menthol 20s",1,130,130,Cash
TRX-000886,2025-06-25,17:03:20,"Romblon Store",sari-sari,MIMAROPA,Mevius,"Mevius Sky Blue 20s",1,160,160,Cash
TRX-000886,2025-06-25,17:03:20,"Romblon Store",sari-sari,MIMAROPA,Mevius,"Mevius Blue 20s",2,160,320,Cash
TRX-000887,2025-04-04,07:53:37,"Santo Domingo Store",sari-sari,Region IV-A,Winston,"Winston Blue 20s",2,150,300,Maya
TRX-000887,2025-04-04,07:53:37,"Santo Domingo Store",sari-sari,Region IV-A,Mighty,"Mighty Red 20s",2,130,260,Maya
TRX-000887,2025-04-04,07:53:37,"Santo Domingo Store",sari-sari,Region IV-A,Marlboro,"Marlboro Ice Blast 20s",1,165,165,Maya
TRX-000888,2025-04-26,12:16:39,"Bel-Air Mini Mart",mini-mart,NCR,Mighty,"Mighty Red 10s",1,65,65,Cash
TRX-000889,2025-05-08,20:31:19,"Palawan Central Store",grocery,Region IV-B,Marlboro,"Marlboro Red 20s",2,160,320,GCash
TRX-000889,2025-05-08,20:31:19,"Palawan Central Store",grocery,Region IV-B,Camel,"Camel Blue 20s",2,155,310,GCash
TRX-000890,2025-06-07,17:32:37,"Zamboanga Central",grocery,Region IX,Winston,"Winston Blue 20s",1,150,150,GCash
TRX-000890,2025-06-07,17:32:37,"Zamboanga Central",grocery,Region IX,Hope,"Hope Luxury Red 20s",1,120,120,GCash
TRX-000891,2025-06-27,17:41:52,"Clark Convenience",convenience,Region III,Winston,"Winston Lights 20s",1,150,150,Maya
TRX-000891,2025-06-27,17:41:52,"Clark Convenience",convenience,Region III,Mevius,"Mevius Sky Blue 20s",1,160,160,Maya
TRX-000891,2025-06-27,17:41:52,"Clark Convenience",convenience,Region III,Marlboro,"Marlboro Gold 20s",1,160,160,Maya
TRX-000892,2025-04-26,06:23:16,"Ate Rose Store",sari-sari,NCR,Marlboro,"Marlboro Gold 20s",2,160,320,GCash
TRX-000892,2025-04-26,06:23:16,"Ate Rose Store",sari-sari,NCR,Hope,"Hope Luxury Red 20s",2,120,240,GCash
